182748,200050,214835,227922,237638,245638,253248,255358,256197,254934,250289,243537,235114,224133,210636,194597,187838,203884,219495,230892,240585,248189,252401,256201,256208,254084,248618,241854,233004,220317,206813,190373,193316,208094,222448,233828,242697,249456,254934,256213,255358,252408,247337,238897,228350,216529,201342,184889,199232,211889,225393,236792,246496,251141,255365,256204,254936,251144,246087,236362,225819,211904,197137,186555,202197,216541,229193,238904,247325,252400,255358,256201,254077,249449,242697,233821,221598,208094,191633,2.1
200077,218639,235437,249584,259749,270807,276549,280082,280959,278753,273893,266835,257533,245606,230578,214221,205822,224383,238537,252678,263735,271684,277879,280966,280959,277875,273010,264612,253999,241189,225711,208029,210252,228378,243393,256656,266819,273887,278756,280973,280089,276542,270807,262405,250461,236324,221289,202733,216448,232790,246927,259750,268143,275215,280082,280960,280095,275213,268141,258865,246925,231915,216440,203177,221306,237664,251794,262412,270803,276989,280081,280959,277882,273894,265938,256649,242515,228375,210259,2.2
218672,239471,255661,272288,284315,294454,301846,305989,306495,303724,300030,291711,281091,266749,251498,233502,225184,244127,261637,276447,288022,296328,302805,306491,306491,303268,298623,288479,277829,263055,246878,226093,229789,248295,265820,279696,291215,299104,303725,306496,305999,301856,295398,285255,273674,258438,240894,221499,236278,254752,270462,283834,292647,300023,305999,306469,306012,300499,293107,281551,269997,254252,235339,221972,240898,258916,273699,285254,295871,302806,306491,306491,303267,299103,291226,277847,264911,248279,229348,2.3
238087,259338,281009,296903,311863,321018,328727,332129,335003,332124,327761,319572,305610,290186,273311,253533,243914,265602,284395,301269,313296,322941,328753,335003,334996,330660,324405,315229,304141,285853,267047,247283,251600,273300,288745,304169,316707,327281,332131,334996,334996,328720,321031,312331,297886,281029,262713,242430,258343,278140,293555,308995,320043,327305,332122,334978,332129,326795,319093,307531,293571,276681,256447,242916,262711,282457,297900,311867,321027,328746,334996,335003,330657,324403,316693,304615,288735,270429,250185,2.4
256828,280957,302541,320112,335173,346213,354245,359262,361272,358770,352240,343205,332656,316592,296009,273937,263888,286986,308567,323617,338188,349709,355745,360265,360265,357748,350733,339681,326642,310560,289992,268400,270917,293485,313073,329129,342686,351234,358757,360257,360265,356759,348720,336169,322117,304053,284464,259369,278445,300528,318598,333645,345213,354252,359269,361268,359259,353233,345201,331652,318080,298033,277920,261355,283464,305041,322129,337169,347713,355751,360277,360272,358758,351230,341684,328137,312080,291489,270406,2.5
277357,303460,325902,345217,361917,374461,382803,388553,389589,386973,381231,371842,357747,339477,319127,296681,285709,310775,331125,350958,366109,377587,385936,389583,389597,385939,378628,367666,352531,335817,313378,289366,294061,317564,338441,356189,369235,380194,386980,389600,389594,384384,376025,363501,347848,328527,306080,280504,300861,322791,344194,360884,372900,382824,388561,389601,388556,381768,372365,359335,342624,322267,299288,281028,307646,330093,347840,364542,377073,384377,389601,389604,386998,380209,369260,355149,336864,315993,292497,2.6
299232,327440,351299,372436,389769,403306,412007,419028,420671,416312,410917,398989,384896,366970,344763,318768,307935,333964,358319,377308,394659,406587,415258,419588,419589,415801,407640,394668,380545,359975,337210,311194,315520,341525,363753,384335,398456,410351,416322,420671,419563,414160,405493,393011,375663,354555,329613,302528,324196,349652,368647,388123,402229,412003,419027,420649,419025,412539,402782,386535,369176,346948,323633,303596,332307,355092,376203,393007,405492,414149,419584,420650,416333,410340,397889,381634,363227,340980,314964,2.7
321916,353984,377606,400620,418630,435459,443911,452882,453436,449544,443894,431560,413570,395592,372512,344992,330940,359608,384889,407922,425906,436604,445592,452882,453443,447833,438844,425934,409605,389952,362976,335990,339929,368612,391628,411862,427615,440543,449530,453450,452896,445577,434926,422564,404574,380967,355660,326979,346680,373663,399498,416935,434902,444444,449535,453425,449538,443334,431544,416362,397257,373648,346672,327024,355688,382645,404584,422561,436588,445573,452896,453440,449534,440552,427596,411858,389959,366898,337698,2.8
343708,376882,404825,428709,450240,464792,475269,482256,483409,480502,472937,460701,443261,421137,396694,367588,353041,383889,412992,434533,453150,467709,477021,482249,483409,479332,470020,455473,436861,415318,387966,358269,362353,394368,418225,439761,459552,471774,480502,483416,482249,478176,465957,451396,430456,407753,379829,348955,371677,400773,425214,446161,462474,474097,481098,483412,481083,474097,462459,445578,424639,399613,371082,350136,380977,408920,432765,452566,465964,478185,482249,483416,480502,471190,459559,439768,418237,391461,361193,2.9
367437,400560,433065,458346,479425,496881,508314,516142,516144,513135,506506,492660,473406,450529,425236,390928,378280,410192,439102,464968,486049,500493,511924,516158,516144,511934,502302,487249,467978,444504,415611,381303,387912,419831,448714,471607,490871,503503,513128,516144,516145,510128,498682,483028,461968,434878,405996,371668,397551,429457,455336,477614,495681,506512,514948,516145,514940,507112,493864,476412,454150,428266,396354,373473,407183,437889,463778,483045,498689,510128,516138,516144,513142,503503,489050,469793,447524,418621,386718,3.0
392592,427453,461040,490259,512051,530708,541916,550612,551855,549978,540030,525734,505846,482191,452350,417517,402598,437420,470367,496516,545136,569196,582952,592235,592234,585244,535697,520742,500197,472262,442407,407565,415023,447373,477203,502114,522022,536940,546877,551845,550608,544399,531962,514528,492143,464779,432455,397012,424971,456708,485942,510170,526989,541914,549982,551844,549979,541278,526986,507061,484687,456065,423122,397607,434912,466012,492162,515793,531949,544395,550619,551866,546893,536940,522023,502111,476607,446755,412542,3.1
418556,457093,492426,521312,547618,564335,578462,588713,588727,584876,574610,559817,539269,512986,482177,446839,430812,467399,500772,529015,552125,570110,580387,589358,589355,582948,570129,554074,533525,506541,471901,434651,441089,477648,508487,538005,557922,574613,584892,589355,588724,580368,568807,547657,527085,496917,461619,424990,455195,487927,518746,543804,564355,579086,584887,588720,584883,576539,562406,541864,516835,486029,451359,424399,465466,496293,527729,549570,568819,580372,588724,589351,584899,572679,558549,537371,508478,475753,441077,3.2
443388,484446,520854,552630,578451,599642,614202,622154,624794,620826,610234,596337,571834,544674,510269,473854,455334,496365,532773,561253,584424,603621,616193,623473,623473,618836,605601,588397,563245,535430,499693,461286,467905,506961,540076,569193,591697,609574,620173,624812,622153,617532,600969,582437,556621,525509,489096,449355,481133,517553,549329,576468,597645,612881,620830,624808,620839,612218,598311,573828,548666,516902,479170,451358,491725,526832,557285,582449,602289,617522,623485,623473,620173,608244,590389,567877,538737,505648,465937,3.3
470317,513985,553519,586269,615586,635364,651734,660598,662646,659241,648322,629903,606037,579433,542607,503049,484642,526237,562389,595129,623095,640815,655817,660597,660597,655827,644909,624445,599214,568528,531702,490094,496925,537149,573301,604681,627855,644919,657181,662639,660597,653774,638767,616956,590355,557619,518745,475097,507829,548068,582850,612169,634003,649679,660598,662640,659240,649001,632640,610130,580804,546725,507145,479182,520783,558973,591716,618991,638787,653781,660604,662646,657188,644915,627859,602628,573299,535799,495561,3.4
